product_id,product_name,category,sub_category,supplier_name,defect_flag
3275,RvIcIeNDIS  ,HOmE  ,sOFa   ,Parekh Inc,0
3475,qUia  ,kitcHEN ,dESk ,Chawla PLC,Y
1913,ohCaecAti,OitDOOR   ,ChAIR ,Ravi Group,N
4063,EcT ,oUtdOor  ,CHAIr,Varkey PLC,1
8099,Molestias ,OFFICE ,DeSk ,"Rege, Gola and Talwar",0
1634,EsT,HOME  ,Desk ,Tiwari-Khare,1
8419,qUASI ,ouTDoOr   ,desk  ,"Sood, Krishna and Bhalla",1
9614,aUt  ,KltCHEn  ,sofA ,"Mann, Maharaj and Raj",
5650,ILlO ,kitcHen ,DESK  ,"Mital, Natarajan and Narain",
2230,Odio ,OFfICe ,bEd  ,"Modi, Kari and Chauhan",
7971,MOlESTIas  ,kITcHEN   ,CHaiR,Verma Inc,0
1755,eT   ,home,soFA,"Anne, Dhillon and Ramaswamy",
1959,exPlICabo,KiTcHEn ,LAmp ,Lata LLC,N
8145,SInt  ,OfFiCE  ,soFa ,"Wason, Reddy and Chaudhari",0
6260,iPsAm  ,OuTDOOR,bEd ,Manne-Magar,Y
9246,volupTaTE ,OUTDooR ,tABLE  ,Tara-Ratti,1
3299,at ,hoMe ,tAbLe ,Sha-Sibal,
1809,ULlaM,HomE,CpaIR ,Nagy Group,Y
4130,Nolla,OuTdoOR  ,tAble ,Balay PLC,Y
3260,QoIDEm  ,kItchEn   ,taBLE ,Kibe-Puri,Y
1061,VOluPtaTUm,OuTDoor  ,CHAir  ,Ramaswamy Group,
3105,DOlORe ,oUTDOoR ,TaBlE  ,Doctor Inc,1
7206,ERRoR   ,OUTDOor  ,TAbLE ,Bora-Kumer,
6213,spmIlIQUe ,hoMe  ,CHAiR,Lanka-Oza,
8999,AtqUE ,offIce ,SofA   ,"Deep, Kade and Puri",N
1460,DElEctus  ,KITchEN,Desk,Bedi Inc,Y
2142,pARiATUR,OFFIcE   ,sOFA  ,Rao-Yadav,0
1170,MOlliTIA,hOmE,dESK   ,Thakkar Inc,1
2428,ItAQuE  ,OUtdOOr  ,chAir ,Mitra-Naik,
4379,qUas  ,OFFICe   ,CHaIr   ,Patla Ltd,Y
3910,maiOres ,outDOOR,beD,Raju LLC,Y
2806,ConseqUatUr   ,oFFiCE  ,chAir ,Malhotra Group,0
6527,dICta,OUTDoOr,SOfa ,Chaudhari Ltd,Y
6356,EaQUE   ,OutdoOr   ,TABLE  ,"Vasa, Narayanan and Badami",N
9864,nEque ,OFfice   ,DesK  ,Pandit Inc,0
1982,VOluptaTes ,KitChEN,ChaiR ,"Borah, Anne and Bumb",
1772,OcCaecAti   ,ogTdoOR,toBLE   ,Bobal LLC,
2620,eaQuE   ,OUTdOOr   ,ChAIr  ,Uppal-Sangha,N
3431,AB,OFFice,DesK   ,Gera Ltd,N
7500,cOrporIs  ,OuTDOOR   ,sOFa   ,Chadha-Baria,N
6669,tempOribus ,KitcHEn,TaBlE ,Johal-Vig,
2900,Ex   ,OUtdOoR  ,tABle   ,"Kibe, Kashyap and Rama",0
7622,sunT,oFFice  ,soFa  ,Ravi-Gandhi,
4363,At   ,Office,chair,Nigam Group,0
3745,velIt ,HOMe,laMP   ,Jaggi-Chandra,0
8481,aB ,hOMe ,lAMP   ,Rege-Mukhopadhyay,
8323,MaioREs   ,ofFIcE,beD   ,Basak Ltd,N
8702,COMMODI  ,KitCHen,TaBle   ,Kaul LLC,1
7729,QUO   ,OuTDOor,lAMp   ,Sarkar Ltd,1
2632,omnIs   ,kiTchen ,TAble   ,Bhargava LLC,
1549,quo   ,KitCHeN,taBLE,Jhaveri-Iyer,
9463,susCipiT,OutDooR  ,LAMP ,"Ramakrishnan, Kunda and Swamy",1
3394,ITaQUE,Hcme  ,Sofa   ,"Goyal, Peri and Chadha",0
2444,oPTio,HuMe ,LAmp   ,"Devan, Dara and Singhal",1
4509,vItae   ,HOme ,desK ,Mani-Iyer,N
6227,DolOr  ,oFfiCE,TAble  ,Parsa-Halder,
7932,teMPORIbUS  ,OffICe,bED   ,Krishnan Ltd,
4795,nAM,opTdOOR ,SofA  ,Sridhar-Comar,0
2706,UllaM   ,kItCheN,soFA ,"Tailor, Chaudhari and Mistry",N
9534,ExcePTurI ,OUtdooR ,tAbLE,Pillay Group,
4975,suNT,homE  ,DESk ,Doshi-Singhal,
1093,vOLupTatiBUs,hoMe,CHAir,"Kant, Sidhu and Vohra",0
4537,Et,OFfiCE,LAmP   ,"Sood, Bajwa and Prabhakar",N
5186,MagnAM ,hxME ,sofa  ,"Pant, Hegde and Mangal",1
3826,voLUPTATEm ,hkME ,sOfA  ,"Vyas, Bhatnagar and Cherian",0
6940,pariaTUr,OUTdOOr   ,bED  ,Sridhar Inc,0
8716,nIhiL  ,kiTcHen ,LAmP,"Oza, Soni and Dara",
3485,vEnIam,kitchEN ,chAIr,Bakshi-Kar,1
2008,iPSUm  ,OFFiCe  ,ChAIR  ,Mishra-Bajaj,Y
8477,EoERcITatIoneM  ,oFFIce   ,tABle  ,"Krishnan, Murty and Bhasin",
8621,aCCusanTIUM,OUTDoOr  ,sofa ,Nazareth-Mannan,1
7337,coNseQUUntUr,oUTDOOr,TaBlE,Dhawan-Mohanty,
4716,APERIAm ,oUtdoOR ,SOfA   ,Dara-Sethi,
8247,nUlLa,OfFicE ,chaIr   ,"Pradhan, Chadha and Anne",
7917,OFficiA   ,hOME,lamP ,Chaudhuri-Bala,1
5188,QuAeRAt,OuTDOoR ,DmsK ,Chana Ltd,Y
7629,quaE   ,HomE,ChAir   ,"Patil, Bakshi and Arora",N
1783,VEl  ,OutDoor   ,LAMP,Tella-Mane,
3190,CoNsEctETUR  ,oFFIcE,ChaIr ,"Bedi, Magar and Sarma",Y
3236,val ,oFfIcE   ,CHaiR  ,"Jaggi, Saha and Kumer",
5304,reM,oUtdoOr ,bED ,Nagarajan Ltd,
6239,DucImUS,Home ,LAmP   ,"Keer, Sani and Narasimhan",Y
5443,exPlIcabo   ,hoME  ,tablE  ,Shanker-Atwal,0
7761,quaM   ,OUTDoor,DesK  ,Cherian-Lata,0
1710,pLACeAt ,OuTDOOR   ,SoFA ,Verma Inc,Y
4073,eiim ,hOmE   ,deSk ,Sarin Group,1
3063,atperioRes  ,OUtdOor,cHAIr,"Dube, Patel and Shah",N
9220,VnLUpTAS,kiTchen  ,DasK   ,Konda LLC,N
1562,sIT  ,HOME   ,dESK,"Dubey, Raman and Ramachandran",
2073,quoS   ,hOmE  ,BlD  ,"More, Goyal and Loke",N
3965,DOlor  ,OFfICe ,bED   ,Chakraborty-Din,
8680,VOLUPtaTIbUS  ,KiTChen   ,LAmP ,Ramaswamy Ltd,1
7687,prOvidENt  ,OjTdOOr ,LAmp   ,Behl-Pradhan,Y
6462,Vel   ,oaficE,taBlE,Iyengar and Sons,Y
3395,DUCiMus   ,OutdOoR ,dESK,"Rajan, Gokhale and Kara",N
8473,sOLutA   ,oUtDOOR,LAmp   ,Bains PLC,
8568,laBoRe,Home   ,desk  ,Kala-Dave,N
2599,uLlAM   ,HOme ,BED   ,More-Peri,1
5913,FUgIAT  ,office   ,DesK,Yogi Group,1
6425,tempORE,HoMe ,Lamp,Arora LLC,1
4290,IulO ,OffIce   ,SOFa   ,Nagar-Tiwari,
6153,AUT ,HOmE  ,table ,Pillai-Bhargava,0
6371,vrLUPTAs,OtFIcE   ,ChaIR   ,Saha-Dutt,
2178,UlLAm  ,otficE  ,tabLe,"Baria, Sibal and Rajagopalan",
3987,EssE   ,outDoOr  ,CnaiR ,Singhal-Chana,
6528,ID   ,OffICe  ,DESk  ,"Karnik, Mittal and Kapur",0
4107,ExpliCaBo,ouTDoOr   ,sofa   ,Ramaswamy-Dube,
4355,DoLOrEs,kItChen  ,BEd  ,"Dhawan, Choudhary and Kanda",1
8405,cuPiDITaTE ,officE  ,LamP  ,Kakar Inc,
2729,voNIam   ,OFFIce,tabLe  ,"Kapoor, Raghavan and Rout",N
1533,DOLORE   ,hoMe   ,chair,"Iyer, Borde and Contractor",1
9320,acCUsAMuS   ,HOmE ,lAMp  ,Ratti Inc,Y
1337,qUO ,hOME  ,SOFA  ,Joshi PLC,1
7707,rECUSANDAe  ,oFfIce  ,desK  ,Rajagopalan and Sons,
7214,IPSUM ,oFfIce  ,cHAIR   ,"Goel, Chaudry and Sachdev",
1222,LuBorIosAM ,OFfIcE   ,DEsk  ,Ben and Sons,Y
9563,MdIOreS,oUtDOor   ,cHaIR ,"Varkey, Ratta and Date",Y
7558,DoloRIBus ,KItchen,CHair,"Upadhyay, Banik and Zacharia",
4113,AsPeRnatUR ,Home ,cHair   ,Amble LLC,Y
5819,mInUs   ,OgtDoor   ,DhSk,Sawhney-Sarkar,Y
8120,VEL   ,OtTDOOr,SoFa  ,Rai Group,
4691,coMModI  ,oUTdoor   ,desk   ,Doctor-Dugal,N
5432,aLIquid,HOme ,cHaIr,Pai-Sangha,N
4866,neQue ,kiTcheN,BeD,Nair-Bath,Y
9675,dOLoReMqUe  ,oFfice   ,cHaIr ,Babu-Virk,0
5455,EA ,HOmE ,sOfa  ,Kadakia Ltd,1
2742,agiqUam   ,hoMe   ,bed ,"Bir, Bhakta and Prabhakar",
5242,dicTA ,kItcHEN,DesK ,Madan-Jayaraman,0
7312,qui  ,OFfIce ,taBLe   ,Mann LLC,0
5518,tenetuR,OfFicE ,deSK ,Saraf Group,0
4388,Alias  ,kITcheN,LaMp   ,Lad Inc,N
7400,VOluPtaTem   ,OUtDoOR   ,Lamp ,Mani-Agarwal,
2027,IMPedit ,offICE   ,ChaIR ,Nayar PLC,1
9017,fUGA ,KiTChEn,CHAIR,Sunder-Mukhopadhyay,1
1077,sOlUta  ,KitcHEn,Bed,Hans-Din,
4574,sUSCiPiT   ,odTdoOR,desk ,"Varma, Singh and Rai",
5840,NUlla  ,HOmE  ,ChaiR  ,"Lalla, Sridhar and Kar",1
6574,PeRsPiciatiS  ,homE ,dfSK,"Narasimhan, Sem and Rajan",1
2711,AcCusAMuS  ,HOME,TAblE,Babu PLC,
2691,eA,OctDOOR ,soFA   ,Chauhan-More,Y
3853,cumquE  ,ofFIcE,LAMP,"Panchal, Suresh and Rege",Y
4293,IPSUm  ,KItchen  ,BED  ,"Deshmukh, Mital and Ganesan",1
2255,SuNT ,OutDOOR  ,lamP,"Loke, Sahota and Walla",1
7790,aLiQuAm ,KitcheN  ,LAMp ,Kala-Saran,
5698,Ii ,OffICE,tAbLE,"Dhar, Lanka and Kurian",1
6922,AtqUE   ,HOME  ,Desk ,Borah PLC,Y
2466,Odit   ,HOMe ,BeD ,Parmer-Kaur,Y
9428,AsPeRnatUR   ,kitcHEn,TAbLe,Tata Ltd,N
9873,NEcessItatIBUs   ,hOme,Lamp  ,Chacko PLC,N
8768,ea   ,kItcHEn   ,DEsk   ,Ravel-Rai,N
8023,PariatUR  ,oUTdOOR   ,cHAIR ,"Doctor, Sanghvi and Kothari",
6726,CUPidItATe ,kitchEn,LaMP   ,Goswami-Chander,0
4002,cOMmOdI ,oFfice   ,LaMp,Mangal-Madan,0
2852,eIus  ,oFFiCe ,chAIR ,Sathe-Varughese,Y
8136,AcCuSANtIuM,kiTcheN ,lAmP  ,Munshi-Varughese,
5027,OFFiCIa  ,HomE   ,tABLe,"Lad, Varghese and Modi",N
1774,MOdI ,kItCHEn   ,ChAir,"Srivastava, Tailor and Bakshi",Y
9815,A ,Home   ,Bed   ,"Mital, Mitra and Narayanan",N
7691,SAePe  ,oFfIcE,CHAir   ,Kibe PLC,Y
1404,EssE  ,homE   ,cHaiR   ,"Divan, Chakrabarti and Kalita",
4607,FacIlIS  ,oFFICE ,tabLe   ,Rai-Jayaraman,0
9978,raTIoNE ,ouTDoOR   ,sOFa   ,Barman LLC,
4441,saEPe  ,OfTDoOr,table  ,Srinivasan PLC,
2662,exCePTuRi,OdFICE,table  ,Setty Ltd,
3864,ID   ,oFFicE   ,CraIR,"Talwar, Pillai and Kunda",0
5317,CUm,KiTCHEN ,TAbLE  ,Sidhu-Loyal,0
6280,ratiOne   ,kITCheN,sofa  ,Shankar Ltd,
4621,QuaM   ,OUTDOor  ,Chair  ,Pradhan-Bose,1
3650,ConSeqUATuR   ,kcTCheN  ,SOfa ,"Goswami, Upadhyay and Nagi",
6929,maGni  ,hOME   ,chair   ,Arya-Rana,1
6951,aNimi  ,HOME  ,BaD  ,Mahajan Inc,N
8709,eos ,kITchEn   ,ToblE ,"Bhagat, Walla and Varkey",N
3086,EVeniEt,kiTcheN   ,lamp  ,Sandal-Venkataraman,0
2296,iD,OUTdOOr,cHAIR,"Sani, Issac and Chakrabarti",
5217,nULlA ,kiTCHEN,SOFa  ,Chahal-Agarwal,
3526,OffiCiA   ,HOme ,bED   ,Batta-Sibal,0
3642,FaCilIs  ,HcME  ,tvbLe ,"Karpe, Savant and Gara",1
6188,coMmoDi   ,KitcHEN,dEsK   ,Narasimhan Inc,1
7207,vOLupTATibus   ,KiTcHEN ,LaMp   ,Bora Ltd,
4269,SOLuTA  ,OUTdooR,Bfd   ,Kaur Inc,1
7592,NeMo  ,OfficE  ,Csair   ,"Golla, Sen and De",
2038,coNsEquUNtUr   ,OUTdoOr ,lAMP  ,"Bose, Pradhan and Kalita",Y
1910,vOLUPTas ,OutdooR  ,BEd,"Lata, Sinha and Chand",N
4461,ducImUS  ,oFFICe ,Bed ,Sridhar Inc,1
7688,Illum   ,owTDooR  ,DeSk ,"Raval, Chatterjee and Bhasin",1
2623,fUGA,KitcHen ,sOFa   ,"Hari, Mandal and Bava",
4100,verITATis,oFFice ,DeSK  ,Sabharwal-Dhawan,1
7476,rmPELlAT   ,officE   ,DeSk  ,Mistry Group,
8115,ViTAE ,ofFIce  ,caaiR  ,"Shah, Ramakrishnan and Peri",0
2387,VEritaTiS   ,kItCHen   ,ChAIR,Borra and Sons,N
5110,praeseNtIUM ,hOME,tAbLe   ,Krishnamurthy-Nagy,1
6523,RAtiOnE,KITCHEN,laMP ,Venkataraman Group,1
5999,oDIO   ,HOME   ,SoFa  ,"Mahajan, Bhardwaj and Ranganathan",1
2453,MOleSTiAe,OFfiCe   ,soFa,Kala-Cheema,
4714,liBErO ,OfFice ,bed  ,Dayal-Chacko,1
4123,vEnIaM  ,hOmE  ,Bed,"Vyas, Sandhu and Amble",
5456,ExPEdITA  ,HomE ,bEd   ,Menon-Acharya,
9546,NUlLA,OUTDOOr   ,SOFA   ,Deep LLC,N
6632,simILIquE  ,hOME   ,DesK   ,Chokshi-Manne,N
7269,qUIA,OUtDOoR  ,Bed,"Kota, Prashad and Rattan",
1442,EuM  ,ogfIce  ,chAir ,Din-Karnik,Y
8582,EaQUE,KITCHen,LaMp  ,"Bava, Seth and Vasa",Y
3462,ENiM,HoME,chAIR,Dey-Shere,Y
6541,DElEctuS ,oFFiCe   ,beD  ,Lal-Srinivasan,
2029,auT ,OfFICe,TABlE  ,Batra Inc,
6739,LibeRO ,OuTdoOR  ,lAmp,Dube Ltd,Y
8193,AqQUe   ,okfice ,bed ,"Pingle, Oza and Sachar",
1924,aspERIOreS  ,OfFIcE   ,sofA ,Dalal-Divan,
6387,FaceRe   ,kgTChEN  ,LAmp ,Chaudhari LLC,N
4508,nIsI   ,OfFICe ,BEd ,"Karan, Babu and Chakraborty",
3246,voluPTatEM   ,oFfIce   ,LamP   ,"Savant, Rege and Halder",
3927,a   ,oFFicE,cHaIr  ,Chada-Morar,N
1298,vitae  ,kITChen  ,tABlE  ,Dasgupta-Om,1
1823,offICia ,outDOor  ,chAiR ,Sura Ltd,N
7252,temPORa ,OUTDooR ,CHAir  ,Minhas-Kapoor,0
7991,pLacEAT,OUtDoOr   ,dESk  ,Sheth and Sons,0
3088,sAepE ,oUtDOOR,TabLE,Chand Group,
3109,DesERUnT ,KiTCHen,ChAIR ,"Ratti, Halder and Loyal",
8647,acCUsantium   ,kiTChEN  ,Lamp,Golla-Reddy,
3486,odIT ,kiTcHEN  ,desk   ,"Sarkar, Dada and Singhal",N
2849,hIC,outDoor  ,TabLE   ,Dora-Chaudhuri,Y
8063,INCIdunt   ,OutdOor   ,beD,Pingle-Chopra,0
4216,DOLOrEmQUe   ,HOmE,soFa,Dora and Sons,N
6395,FugA  ,ouTdooR   ,sofa   ,"Majumdar, Parekh and Tiwari",N
5014,EIUS,OuTDoor,tABle  ,"Mukhopadhyay, Handa and Uppal",Y
1187,Ut ,offICE,sofA   ,Krish and Sons,Y
1316,maGNAM ,Oqtdoor ,TAbLE,Bhavsar Ltd,1
7825,duCimUs ,office ,DESK  ,"Mani, Bandi and Khanna",N
8775,FuGIaT  ,OuTDoOR,dESk ,Natt-Sundaram,Y
6542,Nam,OgTdoOR   ,CHaiR   ,"Bali, Kibe and Chopra",1
5339,atQUe ,hOME ,laMP  ,Jain-Rout,1
4626,BEAtAe  ,hOME,TaBLe   ,"Ray, Kothari and Sastry",N
6537,rePElLEndUs,KItchen,LAMp ,Wali-Sarma,
4513,iLLO   ,KItcHEN  ,sOFa   ,Joshi-Rout,
2179,NULLA,HOmE ,TwBLe   ,"Deshmukh, Vora and Bhandari",0
7890,PeRferENdIs  ,hOme ,BcD,"Nair, Nanda and Sabharwal",
5403,fACIlis  ,OfFiCE   ,LAMp,Palla PLC,
3268,NeMO  ,OfFicE  ,SOFA,Nagarajan-Mallick,N
8602,VERo   ,OfFice  ,CHaIR   ,"Kale, Srivastava and Mander",
5243,OcficIIs,OfficE  ,SOfA,Luthra-Mangat,
5680,NumQuaM ,kITChEN   ,Bed ,Issac Inc,
7335,ASPEriorEs ,OFFiCe,DeSK  ,"Ben, Sharma and Anand",1
5256,TempOrIbus   ,outdoor,taBLE   ,Manda-Bandi,
3167,aT ,kitCHeN ,BeD   ,"Ben, Bumb and Sahota",1
9690,REicIeNdis,office  ,CHAIr ,Pathak and Sons,0
9455,FhcErE  ,OuTdooR   ,chaIR,"Wali, Balan and Kata",0
2501,OFFiCIIS   ,OfFice ,TABlE ,"Badami, Dhar and Sibal",0
3667,fuGIAT  ,HmMe ,LaMp   ,"Sabharwal, Rege and Raj",N
1706,DOloREs,KITCHen ,lAmP,Natarajan-Sengupta,
5509,tsMpOre ,ouTdoOR ,dEsK,Choudhary and Sons,1
4822,oMNiS ,oUtDOOR   ,Lamp,Soman LLC,
9448,qUIA   ,HoMe,tAbLe   ,More Inc,
2365,PossIMUS,oqFice   ,Chair   ,"Gera, Mohan and Srivastava",N
2704,ocio  ,kitCheN,BEd ,Merchant-Boase,
8633,EarUM ,hoME  ,bED ,"Dugar, Dhawan and Vaidya",Y
1003,LaboRiOSAM  ,KItChEN,dESk,Natt-Bahri,1
1148,reCUSaNdaE ,OffiCE  ,DeSk,"Chana, Bir and Barad",1
6954,autEm,oktDOoR,LAMP  ,Keer Group,
7114,FUGA   ,HomE  ,TAblE ,"Balasubramanian, Bakshi and Deol",
6355,Ex  ,HOME ,BeD  ,Sidhu and Sons,0
3263,TgtAM   ,KitCHEn,LaMp  ,Varty-Padmanabhan,N
2299,VERO  ,ouTDOoR   ,TAbLE,"Gade, Dhar and Varty",Y
5816,doLORIbUS   ,OfTdOoR   ,lAMP ,"Wagle, Pingle and Venkataraman",0
6365,debitIS,KktCHEN,DesK,"Ghose, Pathak and Varughese",
5950,AMET   ,kITcHEN   ,sOFA,"Joshi, Ramaswamy and Shere",N
1203,ap ,kitcHEn  ,lAmp  ,Viswanathan PLC,
4739,nuBiS,offiCe  ,SufA   ,Trivedi Group,
7882,quis   ,HOME  ,tAblE ,Choudhry LLC,N
6027,moDi ,outDoOr,SOfA ,Randhawa LLC,Y
6894,a  ,OftDooR ,chAir ,Chanda Group,N
3071,QUISquAm  ,OfFIce  ,lAmp   ,"Dora, Singhal and Kadakia",1
2841,Quo  ,KItcHEn  ,bED ,"Krishnamurthy, Devi and Nagi",N
8093,lAbORiOsAm ,OUtdoor  ,sofA  ,Garde Inc,
3992,ex ,office  ,lsmp   ,Jani LLC,Y
6421,FUgiat   ,ofFIce   ,SOfA   ,"Soni, Yogi and Chana",0
8847,PRoviDeNT ,oFficE  ,bED ,Mann-Devi,
7913,FUgIT,ostDOoR   ,soFa,Tata-Sen,
1435,aMeT   ,OFfiCE   ,SoFA,Mutti-Wason,0
7819,asPeRNAtUR   ,OUTdooR,TaBLE   ,Kuruvilla-Bedi,0
6012,exPLicABO   ,HoME  ,bED   ,Bajaj LLC,Y
6090,HArum,OUtDoOR  ,bbD ,"Basak, Kant and Bhatia",Y
3108,dOlOre,OdficE   ,lAMP,"Nadig, Dhillon and Mani",
3389,COmmOdI,hOme  ,ChaIR,Raja PLC,
1965,cyrruPTI ,KiTCHEn,lAmp,"Nagarajan, Srinivas and Pillay",N
2838,DEBitis ,HOmE ,table,"Bahri, Kashyap and Mitra",1
3121,QuAE,OUtdooR  ,tsbLe   ,Solanki LLC,Y
5731,nON,outdOoR,sofA  ,Dugar PLC,1
3476,doLoriBUS,oFficE   ,Desk   ,Choudhary-Goel,N
3653,EOS   ,OffiCE ,lAMp ,"Shan, Nagarajan and Thakur",
6080,officIis  ,kItCHeN,toBle   ,D’Alia and Sons,N
7573,auTEm ,OFFIcE,LAMp,Khurana-Oommen,1
4075,REpUdIaNDae,oUtdoor   ,beD   ,Prabhakar LLC,N
9975,AMEt,kITChEN   ,TABLe   ,"Borah, Chad and Mangal",
4258,quIDeM   ,OUtdoOr   ,sOFa   ,Maharaj-Ram,
6161,ad  ,oUtDOOR   ,dESK,"Sampath, Tripathi and Aggarwal",
6177,EAQue   ,HdME,BED,Chadha-Ravi,Y
2337,nAm  ,offiCE   ,DesK  ,Narayanan-Srinivasan,0
7287,CopiDITaTe ,OutdoOr  ,LAMP,"Nagar, Aggarwal and Sehgal",0
2183,CULpA  ,oFFiCe ,TaBlE  ,Dhar Inc,Y
6284,ExeRcitaTiONEM  ,HoME ,DesK  ,"Vyas, Ramaswamy and Sachar",1
4697,INCiDunt   ,HOme,lAmp  ,Sen-Kaur,Y
7097,ExpEDITA  ,homE ,CHAIr ,"Jani, Deshpande and Doshi",Y
4728,REPeLleNdus,ouTDOOR   ,deSK ,"Bhat, Mody and Walla",N
5481,quAe,KITchEn,TAbLe ,"Bali, Kapadia and Bail",
5331,NECEsSitaTibUs ,Home   ,tabLE ,Dugar and Sons,
1999,apErIaM  ,hoMe ,tABLe  ,Rajagopal PLC,1
4741,AssUMEnda   ,OUTdoor  ,LAmP  ,Gandhi-Varghese,0
7456,accusAmuS  ,OUTDoOR ,CHaiR,"Badal, Kaur and Bath",0
7787,quisqUAM   ,OUtDOoR  ,LAmP  ,Sahni Group,1
9744,DdLoRE  ,kitCHEn   ,BED   ,Nadig Group,
7123,sequi  ,homE,LAMP   ,"Dani, Vasa and Naik",N
7774,enim ,OFficE   ,ChaIr ,Sood and Sons,
4244,mbLEstiAs   ,OFFIcE ,bed,Sagar-Amble,1
5163,eA,Outdoor  ,LAmP,"Borah, Nadkarni and Choudhury",N
5233,EhrUm   ,KItcHeN ,BED  ,Badami-Srinivas,N
5895,NisI   ,oFfIce  ,bEd ,Sarma-Tak,1
9175,SiNT,kItcHEn   ,Table,Narang-Murty,
3371,enim   ,offICE   ,TAble   ,"Manne, Bhatti and Bakshi",N
4409,sOLUta   ,homE  ,chAiR ,Atwal Group,
7451,TeMpoRa,KiTChEn,TaBlE  ,Thaman-Dayal,N
2679,voLiT   ,hOME ,Bed,Buch and Sons,Y
6237,ASpeRIOReS  ,HoMe ,BeD ,Dewan Ltd,
3374,rERUM   ,oFFIcE  ,LAMp,Bhavsar Ltd,Y
5232,ALiquam ,HoME   ,Bad  ,Kakar Ltd,0
8984,AlIquId  ,Outdoor   ,SOfa  ,"Wable, Pillay and Dash",0
1390,dgbItIs,OctDoOr   ,lAmP   ,Din LLC,N
5888,FUGA  ,HsmE ,DEsk  ,Chandran-Sama,
5690,EssE,OfFICE,ChaiR,Khalsa-Sharaf,Y
3698,NIsi,hOMe,tabLE ,Goswami-Nayak,
6851,lAboriosam ,OFficE  ,sofA  ,Kara-Munshi,N
5902,VOlUpTATES ,kItcheN  ,dESk   ,Bawa-Bains,Y
1376,FUGiAt,kitChen,LmMP   ,"Vaidya, Srinivas and Sridhar",N
5048,uT   ,oqtdOor   ,cHaiR ,"Goel, Arora and Ghosh",Y
8588,DoLoRe  ,ouTdoOR  ,TAbLE,Sridhar LLC,Y
2127,NEmO  ,OFfIce ,DESK ,"Narula, Prashad and Zachariah",Y
3075,ADIpiSCI ,oFFiCE   ,SoFa ,"Keer, Mody and Buch",
5321,lIberO,offICe ,bEd   ,Sule and Sons,N
8674,SumIliqUe   ,OFFiCe   ,ChaIR,Gade-Singh,1
2867,PROvIDeNt  ,HOME  ,DEsK   ,"Mander, Natt and Lata",Y
1373,uT ,KITCHEN  ,dESk,Lal Group,1
1140,QUia  ,kITcHeN,dEsK,Pathak Inc,1
5055,fuGiAt  ,HoMe,DeSk  ,Ranganathan Ltd,N
8792,VolUptAtES  ,hOME   ,LaMP,"Seshadri, Barad and Madan",N
7372,eVeNIEt ,ouTdoOR,DESK,"Agate, Randhawa and Randhawa",
7422,QUIA,kItcHEN   ,LrMp ,Patla-Dara,0
7260,iN ,oFFICE,BeD  ,"Chaudhari, Goel and Chander",1
3482,AbEt,oFFIcE   ,desK ,Pradhan-Minhas,
9513,SunT,OctdooR ,beD ,Chander-Sarna,Y
3907,SInt,otfIce,LaMP   ,"Walia, Goel and Dar",1
4229,dsGniSsimOs  ,hOME ,BED   ,"Sheth, Dara and Vyas",
6889,fuGIAT   ,home   ,cHAIr   ,Date PLC,
2600,HaRum  ,HoMe   ,beD,Chaudhuri-Vala,
9415,dESERUnT,OFFiCE   ,cHAiR   ,Bhat LLC,0
2779,qro   ,kitchEn,lamP,"Pandit, Setty and Oak",0
6707,NoN,home ,chAIr   ,Bera-Chhabra,
9586,viTaE  ,OfFICe   ,llmP,Vasa-Krishnamurthy,Y
6881,Eum ,kITcHEN,ChAir,Srinivas-Gill,N
6727,OffIcIA  ,homE   ,LAMp,"Grewal, Rajagopal and Sharaf",0
8038,QuaS  ,KitcheN,lamp   ,Warrior-Sandal,
3543,est ,outdoor,tABLE,"Brahmbhatt, Karnik and Chahal",Y
6352,NOSTRuM   ,HOme   ,dnsK   ,Boase-Gade,Y
5454,ArcHiTecto ,OuTdoOr   ,CiaIR   ,"Deshmukh, Dhingra and Dayal",0
2816,faceRe   ,hoME ,SoFa ,Dugar-Patil,Y
8071,ngBis,OutdooR ,Sofa  ,"Muni, Nadkarni and Dora",
9903,CONsEQuUNTUr,huMe   ,SOfa   ,Pal Ltd,N
4861,IPsUM ,hOMe,bed   ,Dua Inc,
1304,VEl  ,outdoOR,BED  ,"Shah, Pandya and Reddy",
1489,eIus ,kITChEn,CHAir,Seth LLC,1
2457,plACEAt  ,OUtdOOR,ChAIr ,Dhingra Inc,Y
7049,mOlliTia,KitcHEN,DEsK,Tandon LLC,N
3233,SwNt   ,hOME,cHaiR ,"Chaudhuri, Srivastava and Chawla",0
5434,Vel,OffiCe,BEd   ,Subramaniam-Sandal,
6248,vOluPTatibUS,oUtdoor  ,taBLe ,"Saha, Hans and Nori",Y
8019,SnT ,HOmE  ,dEsk,"Sachar, Karan and Rai",
6927,ILluM ,KiTchen  ,Chair  ,Ramanathan-Batra,N
5793,rEIcIENdis  ,OutDooR  ,lwMp ,"Parmer, Dube and Krishnamurthy",1
2926,ipSAm   ,OfFICE  ,lamp ,Oak-Dugal,Y
5053,dOloRe   ,hoMe ,Bed   ,"Kohli, Mangat and Cheema",1
3541,Unde,officE  ,lAMp ,Sandhu-Joshi,
7664,exPeDITa   ,hOMe,DeSK  ,Chadha-Dada,Y
3423,enqUE  ,ofFIce   ,CHaIR   ,"Dey, Sant and Prabhu",
