product_key,product_id,product_name,category,sub_category,supplier_name,defect_flag
5144,6143,Dwlorum,Home,Desk,Merchant And Sons,Unknown
5145,6144,Iste,Home,Chair,Tella Ltd,No
5146,6145,Atperiores,Office,Desk,Kulkarni Llc,Unknown
5147,6146,Vero,Kitchen,Chair,Bhavsar Group,Unknown
5148,6147,Nemo,Office,Unknown,Kapadia Plc,Yes
5149,6148,Illum,Office,Desk,"Dyal, Puri And Sastry",No
5150,6149,Labore,Outdoor,Table,Tak And Sons,Unknown
5151,6150,Culpa,Outdoor,Unknown,"Garde, Khatri And Nigam",Unknown
5152,6151,Ipsa,Outdoor,Bed,Ganesan Shenoy,Unknown
5153,6152,Facilis,Home,Desk,Kothari Deshmukh,Unknown
5154,6153,Aut,Home,Table,Pillai Bhargava,No
5155,6154,Owit,Unknown,Bed,"Parsa, Dalal And Srinivas",Unknown
5156,6155,Quasi,Home,Lamp,Buch And Sons,No
5157,6156,Fugit,Outdoor,Lamp,"Gara, Bir And Krishnamurthy",Yes
5158,6157,Quam,Home,Lamp,Brar Plc,Yes
5159,6158,Nesciunt,Kitchen,Desk,Baria Hans,Yes
5160,6159,Est,Outdoor,Table,"Sarraf, Parmer And Subramaniam",No
5161,6160,Ddloribus,Office,Sofa,Bali And Sons,Unknown
5162,6161,Ad,Outdoor,Desk,"Sampath, Tripathi And Aggarwal",Unknown
5163,6162,Amet,Kitchen,Lamp,"Brahmbhatt, Ram And Joshi",No
5164,6163,Explicabo,Office,Bed,Raman Tank,No
5165,6164,Quos,Kitchen,Chair,Edwin Master,Unknown
5166,6165,Autem,Outdoor,Unknown,Mohanty Inc,Unknown
5167,6166,Eos,Outdoor,Chair,Anand Oommen,Unknown
5168,6167,Ltbero,Office,Chair,Sura Inc,Yes
5169,6168,Corporis,Home,Table,"Trivedi, Ramaswamy And Hayre",Unknown
5170,6169,Maiores,Office,Lamp,Prabhakar Inc,Unknown
5171,6170,Vel,Office,Sofa,"Kota, Khalsa And Dhaliwal",Yes
5172,6171,Asperiores,Kitchen,Desk,"Kurian, Biswas And Karpe",No
5173,6172,Sed,Office,Desk,Ratta Plc,Unknown
5174,6173,Id,Unknown,Chair,"Nayak, Prasad And Lanka",Yes
5175,6174,Possimus,Outdoor,Bed,Chad Walia,Yes
5176,6175,Quia,Outdoor,Bed,Som Plc,No
5177,6176,Recusandae,Kitchen,Lamp,Sem Dash,Unknown
5178,6177,Eaque,Unknown,Bed,Chadha Ravi,Yes
5179,6178,Quaerat,Office,Desk,"Kurian, Bhasin And Krishnamurthy",Unknown
5180,6179,Nostrum,Office,Table,Bedi Subramaniam,Yes
5181,6180,Et,Outdoor,Bed,Maharaj Inc,No
5182,6181,Eius,Outdoor,Table,"Dixit, Kala And Sinha",Yes
5183,6182,Praesentium,Office,Bed,"Seth, Krish And Rattan",Unknown
5184,6183,Pariatur,Outdoor,Chair,"Kale, Hans And Dyal",No
5185,6184,Distinctio,Unknown,Lamp,Jha Krishnamurthy,Yes
5186,6185,Dolor,Office,Bed,"Keer, Kannan And Kari",No
5187,6186,Aliquam,Outdoor,Lamp,"Sani, Iyengar And Rau",No
5188,6187,Dignissimos,Home,Desk,Mall Sodhi,No
5189,6188,Commodi,Kitchen,Desk,Narasimhan Inc,Yes
5190,6189,Maxime,Unknown,Table,Gour Group,No
5191,6190,Isventore,Home,Chair,Ramesh And Sons,Unknown
5192,6191,Explicabo,Kitchen,Chair,"Cherian, Kaul And Ray",No
5193,6192,Sunt,Office,Lamp,Gade Bedi,Yes
5194,6193,Beatae,Kitchen,Unknown,Solanki Batta,No
5195,6194,Quam,Kitchen,Bed,Mishra Sule,Unknown
5196,6195,Dpbitis,Home,Lamp,"Madan, Loke And Dara",Unknown
5197,6196,Quae,Outdoor,Chair,Dani Ltd,Yes
5198,6197,Nisi,Home,Sofa,Halder Bumb,Unknown
5199,6198,Exercitationem,Kitchen,Chair,Narain Rai,Unknown
5200,6199,Fuga,Office,Bed,Dugal Iyengar,Unknown
5201,6200,Exercitationem,Home,Bed,Lalla Jani,Unknown
5202,6201,Facilis,Unknown,Unknown,Munshi Vohra,Unknown
5203,6202,Placeat,Home,Sofa,Golla Memon,Yes
5204,6203,Placeat,Outdoor,Desk,"Bawa, Chawla And Sachdev",Unknown
5205,6204,Quos,Outdoor,Table,"Mangat, Dhawan And Wason",No
5206,6205,Voluptatum,Unknown,Sofa,"Bains, Balan And Dugal",No
5207,6206,Sint,Outdoor,Bed,"Pillai, Kannan And Modi",Yes
5208,6207,Ibsum,Kitchen,Sofa,"Mann, Raval And Wable",Yes
5209,6208,Voluptas,Home,Desk,Sagar Llc,Yes
5210,6209,Sint,Outdoor,Sofa,Menon Group,Yes
5211,6210,Esse,Office,Table,Anand Radhakrishnan,Yes
5212,6211,Iste,Home,Sofa,Sule Kanda,No
5213,6212,Dolor,Home,Sofa,Setty Group,Unknown
5214,6213,Spmilique,Home,Chair,Lanka Oza,Unknown
5215,6214,Repellat,Unknown,Sofa,"Som, Golla And Kapur",Yes
5216,6215,Suscipit,Office,Bed,Jayaraman Mani,No
5217,6216,Maiores,Kitchen,Table,Mohanty Llc,Yes
5218,6217,Velit,Home,Lamp,Sachdeva Venkataraman,Yes
5219,6218,Illum,Outdoor,Bed,Chadha Plc,Unknown
5220,6219,Ut,Kitchen,Bed,Rao Inc,Yes
5221,6220,Njque,Unknown,Table,Manne Llc,No
5222,6221,Ipsum,Office,Desk,Chhabra Group,Yes
5223,6222,Numquam,Unknown,Sofa,Sundaram Sheth,No
5224,6223,Cklpa,Office,Table,"Srinivas, Warrior And Deep",Unknown
5225,6224,Fuga,Office,Unknown,Virk Kothari,Unknown
5226,6225,Ex,Kitchen,Chair,Jain Behl,Unknown
5227,6226,Harum,Office,Lamp,Mukherjee And Sons,Unknown
5228,6227,Dolor,Office,Table,Parsa Halder,Unknown
5229,6228,Sed,Outdoor,Unknown,Salvi Ltd,Yes
5230,6229,Odio,Outdoor,Bed,Dewan And Sons,Yes
5231,6230,Quam,Home,Unknown,"Anne, Nigam And Apte",No
5232,6231,Vrtae,Home,Desk,Gaba Goswami,No
5233,6232,Esse,Office,Chair,Cheema Venkatesh,Yes
5234,6233,Dolore,Unknown,Desk,Venkatesh Raj,Unknown
5235,6234,Cum,Kitchen,Bed,Sawhney Group,Unknown
5236,6235,Tempore,Home,Table,Peri Ltd,Unknown
5237,6236,Dolor,Home,Lamp,Pau And Sons,Yes
5238,6237,Asperiores,Home,Bed,Dewan Ltd,Unknown
5239,6238,Numquam,Home,Desk,"Varghese, Vig And Chatterjee",Unknown
5240,6239,Ducimus,Home,Lamp,"Keer, Sani And Narasimhan",Yes
5241,6240,Minus,Kitchen,Sofa,"Bhandari, Krishnamurthy And Lala",No
5242,6241,Sint,Kitchen,Lamp,Ranganathan Bakshi,Yes
5243,6242,Sequi,Outdoor,Chair,Das Llc,Yes
5244,6243,Harum,Home,Desk,"Goswami, Thaman And Viswanathan",No
5245,6244,Ipsam,Office,Chair,Baral Dasgupta,Yes
5246,6245,Ejigendi,Kitchen,Lamp,"Bhardwaj, Modi And Bhardwaj",No
5247,6246,Pariatur,Unknown,Desk,Dalal Bhagat,Unknown
5248,6247,Aliquid,Home,Sofa,Kamdar Madan,No
5249,6248,Voluptatibus,Outdoor,Table,"Saha, Hans And Nori",Yes
5250,6249,Officia,Office,Desk,Sathe And Sons,No
5251,6250,Nihil,Unknown,Sofa,"Kothari, Saini And Chahal",Unknown
5252,6251,Commodi,Office,Desk,Bumb Ltd,No
5253,6252,Voluptatum,Home,Desk,Shanker Plc,Yes
5254,6253,Mollitia,Home,Chair,Sur Group,Yes
5255,6254,Eum,Office,Sofa,"Narain, Pandya And Sharma",No
5256,6255,Accusantium,Office,Bed,"Amble, Nayak And Kannan",No
5257,6256,Optio,Outdoor,Desk,Sachdeva And Sons,Unknown
5258,6257,Quos,Outdoor,Chair,Tara And Sons,No
5259,6258,Iusto,Office,Table,Joshi Handa,Yes
5260,6259,Nulla,Home,Desk,Manda Llc,Unknown
5261,6260,Ipsam,Outdoor,Bed,Manne Magar,Yes
5262,6261,Cumque,Outdoor,Table,"Banik, Raja And Reddy",Yes
5263,6262,Ad,Home,Sofa,Bedi Dass,Yes
5264,6263,Expedita,Home,Lamp,Roy Pai,Unknown
5265,6264,Voluptatum,Unknown,Desk,Kaur Bhavsar,No
5266,6265,Eligendi,Outdoor,Bed,"Karpe, Oommen And Memon",Yes
5267,6266,Optio,Outdoor,Chair,Kulkarni Group,No
5268,6267,Cumque,Home,Table,"Patla, Merchant And Sankar",Unknown
5269,6268,Totam,Kitchen,Lamp,"Sarin, Khatri And Balay",No
5270,6269,Commodi,Home,Table,"Bahl, Peri And Halder",Yes
5271,6270,Voluptatum,Home,Chair,"Keer, Amble And Saraf",Yes
5272,6271,Soluta,Office,Desk,Joshi Inc,Yes
5273,6272,Veniam,Outdoor,Sofa,Wason Ltd,Yes
5274,6273,Aspernatur,Outdoor,Bed,Mohanty Plc,Yes
5275,6274,Consequuntur,Outdoor,Chair,Pandey Inc,No
5276,6275,Blanditiis,Unknown,Lamp,Naidu Swamy,No
5277,6276,Veritatis,Home,Bed,Majumdar Gupta,Unknown
5278,6277,Idaque,Office,Lamp,Warrior Dhillon,Yes
5279,6278,Reiciendis,Home,Bed,Pal Ravi,Unknown
5280,6279,Ipsum,Outdoor,Unknown,Babu Ltd,Yes
5281,6280,Ratione,Kitchen,Sofa,Shankar Ltd,Unknown
5282,6281,Rypellat,Office,Bed,Kapur Group,Unknown
5283,6282,Quae,Outdoor,Chair,"Salvi, Parmer And Bahl",No
5284,6283,Eqim,Kitchen,Lamp,"Saran, Malhotra And Lala",Yes
5285,6284,Exercitationem,Home,Desk,"Vyas, Ramaswamy And Sachar",Yes
5286,6285,Dolorum,Kitchen,Table,Chandra Arora,Unknown
5287,6286,Pariatur,Unknown,Sofa,"Hayer, Kant And Thaker",No
5288,6287,Doloribus,Home,Desk,Divan Llc,Yes
5289,6288,Pariatur,Kitchen,Desk,Nagar Thaman,No
5290,6289,Quisquam,Kitchen,Sofa,Vohra Sabharwal,Yes
5291,6290,Quae,Kitchen,Table,Ahluwalia Llc,Unknown
5292,6291,Porro,Home,Sofa,"Chauhan, Chauhan And Nayak",No
5293,6292,Officiis,Office,Sofa,"Sibal, Saraf And Kumar",No
5294,6293,Mhlestiae,Home,Bed,Patil Uppal,Yes
5295,6294,Dolorum,Outdoor,Chair,Loyal Sheth,No
5296,6295,Fugiat,Outdoor,Sofa,"Gill, Sagar And Nanda",No
5297,6296,Architecto,Outdoor,Unknown,Vig Thaker,No
5298,6297,Nemo,Outdoor,Chair,"Dhar, Rana And Bail",Yes
5299,6298,Omnis,Home,Table,Sibal Ghosh,Yes
5300,6299,Dolores,Kitchen,Lamp,Saraf Sule,No
5301,6300,Totam,Home,Table,"Magar, Ramachandran And Merchant",Unknown
5302,6301,Eaque,Outdoor,Lamp,"Ravel, Nadig And Nagar",No
5303,6302,Voluptas,Outdoor,Desk,"Hans, Venkataraman And Sekhon",Unknown
5304,6303,Ab,Office,Chair,Thakur Plc,Yes
5305,6304,Puriatur,Office,Bed,Raju Group,No
5306,6305,Quidem,Outdoor,Sofa,"Kade, Balakrishnan And Sarkar",No
5307,6306,Vitae,Outdoor,Bed,"Tank, Sem And Bhandari",Yes
5308,6307,Voluptatum,Home,Unknown,"Deol, Kapadia And Srinivas",Unknown
5309,6308,Hic,Kitchen,Lamp,Suresh Sundaram,Unknown
5310,6309,Voluptates,Kitchen,Chair,Deep Plc,Unknown
5311,6310,Voluptatibus,Office,Unknown,"Babu, Upadhyay And Lad",Unknown
5312,6311,Exercitationem,Outdoor,Sofa,Bajwa Group,Yes
5313,6312,Unde,Kitchen,Desk,"Chander, Pradhan And Doshi",Yes
5314,6313,Minus,Kitchen,Bed,"Balasubramanian, Dhaliwal And Mukherjee",No
5315,6314,Tenetur,Home,Bed,Barad Inc,Unknown
5316,6315,Eaque,Home,Table,"Devan, Bobal And Saxena",No
5317,6316,Distinctio,Office,Desk,Chaudry Jaggi,Unknown
5318,6317,Consequatur,Home,Desk,Nadkarni Shere,Yes
5319,6318,Ipsum,Outdoor,Bed,Zacharia Krishnan,Yes
5320,6319,Sint,Home,Bed,Wagle Narang,Yes
5321,6320,Nihil,Office,Lamp,Nigam Sachdev,Unknown
5322,6321,Cum,Unknown,Chair,Dora Cheema,Unknown
5323,6322,Explicabo,Kitchen,Table,Kapur Kala,Unknown
5324,6323,Ezcepturi,Home,Chair,"Dewan, Banerjee And Agate",Yes
5325,6324,Dolores,Home,Bed,"Nagy, Parekh And Raja",Unknown
5326,6325,Dolorem,Outdoor,Sofa,Comar Bhalla,No
5327,6326,Modi,Office,Desk,Chaudhary Plc,Yes
5328,6327,Otio,Home,Table,Sarna Srinivasan,Yes
5329,6328,Possimus,Outdoor,Unknown,Prabhu Halder,Unknown
5330,6329,Itaque,Kitchen,Lamp,Nagar Llc,No
5331,6330,Accusantium,Kitchen,Sofa,Master Llc,Yes
5332,6331,Nulla,Outdoor,Sofa,Ghose Group,Yes
5333,6332,Libero,Home,Desk,Ratti Group,Unknown
5334,6333,Delectus,Home,Desk,Loke Sehgal,No
5335,6334,Dignissimos,Kitchen,Lamp,"Sodhi, Chaudry And Ray",Yes
5336,6335,Reiciendis,Kitchen,Table,"Taneja, Sharaf And Kumar",Unknown
5337,6336,Delectus,Outdoor,Desk,"Johal, Nayak And Kapadia",No
5338,6337,Iusam,Kitchen,Unknown,Wali Inc,Yes
5339,6338,Culpa,Outdoor,Chair,"Randhawa, Tak And Doctor",Yes
5340,6339,Nemo,Outdoor,Sofa,"Dugar, Nagi And Kar",Unknown
5341,6340,Laudantium,Kitchen,Unknown,"Bhat, Halder And Gokhale",Unknown
5342,6341,Quam,Outdoor,Desk,Purohit Butala,Unknown
5343,6342,Totam,Home,Lamp,Barad Ltd,No
5344,6343,Placeat,Outdoor,Bed,Bhattacharyya And Sons,Unknown
5345,6344,Laboriosam,Outdoor,Unknown,"Agarwal, Sampath And Mannan",No
5346,6345,Corrupti,Office,Lamp,Mukhopadhyay Pillai,Yes
5347,6346,Cum,Office,Desk,Chokshi Sur,No
5348,6347,Asperiores,Home,Unknown,Murthy Murthy,Unknown
5349,6348,Laudantium,Office,Table,Vasa Ltd,Yes
5350,6349,Atque,Unknown,Lamp,"Sridhar, Kannan And Kumar",No
5351,6350,Porro,Outdoor,Unknown,Chaudhry Ltd,Unknown
5352,6351,Magni,Office,Table,Edwin Kurian,Yes
5353,6352,Nostrum,Home,Unknown,Boase Gade,Yes
5354,6353,Ic,Outdoor,Lamp,Kulkarni Plc,No
5355,6354,Esse,Home,Desk,Bansal Sibal,Yes
5356,6355,Ex,Home,Bed,Sidhu And Sons,No
5357,6356,Eaque,Outdoor,Table,"Vasa, Narayanan And Badami",No
5358,6357,Velit,Outdoor,Lamp,Kaul Inc,No
5359,6358,Tempore,Kitchen,Lamp,Nayar Bhatnagar,No
5360,6359,Nktus,Kitchen,Lamp,"Mann, Sridhar And Thaman",No
5361,6360,Molestias,Outdoor,Desk,Desai Dewan,No
5362,6361,Debitis,Office,Chair,"Buch, Sha And Batta",Yes
5363,6362,Temporibus,Kitchen,Table,Chanda Plc,No
5364,6363,Ut,Office,Chair,Uppal Mutti,Yes
5365,6364,Nobis,Kitchen,Chair,"Mahal, Kala And Parmer",Yes
5366,6365,Debitis,Unknown,Desk,"Ghose, Pathak And Varughese",Unknown
5367,6366,Perspiciatis,Kitchen,Desk,Parekh Reddy,Yes
5368,6367,Commodi,Outdoor,Lamp,Sheth Chana,Yes
5369,6368,Dolorum,Kitchen,Chair,"Rana, Bedi And Desai",Yes
5370,6369,Enim,Kitchen,Sofa,"Balan, Mallick And Setty",No
5371,6370,At,Kitchen,Lamp,"Deep, Mahajan And Mital",No
5372,6371,Vrluptas,Unknown,Chair,Saha Dutt,Unknown
5373,6372,Ullam,Home,Lamp,Dube Group,Yes
5374,6373,Nobis,Home,Bed,Badal Date,No
5375,6374,Lfbore,Office,Lamp,Murthy Soman,Unknown
5376,6375,Praesentium,Home,Unknown,"Shere, Subramanian And Sodhi",No
5377,6376,Necessitatibus,Unknown,Lamp,"Shankar, Varughese And Pillai",Yes
5378,6377,Assumenda,Kitchen,Desk,Jani Kadakia,No
5379,6378,Sunt,Unknown,Lamp,"Pathak, Natarajan And Luthra",Yes
5380,6379,Qiisquam,Home,Table,"Wadhwa, Gokhale And Sahni",Unknown
5381,6380,Sed,Office,Unknown,Talwar Chaudry,No
5382,6381,Nam,Home,Chair,Tripathi De,No
5383,6382,Et,Office,Bed,"Manne, Sant And Chauhan",Yes
5384,6383,Asperiores,Office,Lamp,Contractor Group,No
5385,6384,Nostrum,Office,Bed,"Kurian, Rau And Rastogi",Unknown
5386,6385,Assumenda,Kitchen,Unknown,Hegde Chaudhary,Yes
5387,6386,Nesciunt,Kitchen,Table,Parikh Soni,Yes
5388,6387,Facere,Unknown,Lamp,Chaudhari Llc,No
5389,6388,Quisquam,Outdoor,Lamp,Ratti Lala,No
5390,6389,Vel,Kitchen,Sofa,Patil Group,Unknown
5391,6390,Temporibus,Home,Bed,Viswanathan Inc,No
5392,6391,Molestiae,Unknown,Desk,Sharaf Sawhney,No
5393,6392,Aut,Unknown,Table,Dhar Group,Unknown
5394,6393,Vsniam,Kitchen,Sofa,"Bhalla, Aggarwal And Comar",Unknown
5395,6394,Corrupti,Home,Bed,Varma Chatterjee,Unknown
5396,6395,Fuga,Outdoor,Sofa,"Majumdar, Parekh And Tiwari",No
5397,6396,Corrupti,Unknown,Bed,Sha Kala,No
5398,6397,Ea,Outdoor,Table,"Ramachandran, Amble And Chowdhury",Yes
5399,6398,Totam,Office,Desk,Raval Goda,Yes
5400,6399,Explicabo,Unknown,Lamp,"Rao, Sachdev And Patla",Unknown
5401,6400,Placeat,Home,Bed,"Bala, Doctor And Gill",No
5402,6401,Temporibus,Outdoor,Sofa,Shukla Group,Unknown
5403,6402,Debitis,Office,Lamp,"Butala, Venkatesh And Krish",Yes
5404,6403,Deserunt,Kitchen,Bed,"Pandit, Malhotra And Rajagopalan",No
5405,6404,Distinctio,Outdoor,Lamp,"Krish, Sahni And Contractor",Unknown
5406,6405,Distinctio,Home,Bed,Parmar Inc,No
5407,6406,Vel,Outdoor,Lamp,Gola Hegde,Yes
5408,6407,Perspiciatis,Home,Table,Murthy Mangal,Unknown
5409,6408,Sdt,Home,Desk,Soman Memon,No
5410,6409,Impedit,Home,Lamp,"Master, Chauhan And Nadkarni",No
5411,6410,Qzidem,Kitchen,Sofa,Karan Inc,No
5412,6411,Recusandae,Kitchen,Sofa,"Ratti, Pant And Suri",No
5413,6412,Incidunt,Kitchen,Bed,Kaul Badal,No
5414,6413,Accusantium,Home,Lamp,Chopra Ltd,No
5415,6414,Minima,Outdoor,Chair,"Pandey, Lall And Dhar",Unknown
5416,6415,Voluptatem,Kitchen,Table,"Ganesh, Narayan And Chaudhuri",Unknown
5417,6416,Laudantium,Unknown,Unknown,Lalla Savant,No
5418,6417,Quaerat,Kitchen,Chair,Bhagat Llc,No
5419,6418,Iosa,Outdoor,Lamp,Venkatesh Kaur,Yes
5420,6419,Officiis,Kitchen,Desk,"Tata, Chada And Venkataraman",Unknown
5421,6420,Sint,Home,Lamp,"Ahuja, Kamdar And Uppal",Yes
5422,6421,Fugiat,Office,Sofa,"Soni, Yogi And Chana",No
5423,6422,Nimo,Home,Desk,Sachdeva Halder,No
5424,6423,Deleniti,Unknown,Lamp,"Balan, Karpe And Nagi",Unknown
5425,6424,Provident,Outdoor,Bed,Tata Ltd,Yes
5426,6425,Tempore,Home,Lamp,Arora Llc,Yes
5427,6426,Nemo,Office,Sofa,Mani Devi,Yes
5428,6427,Ipsam,Unknown,Lamp,Devi Llc,No
5429,6428,Iure,Home,Table,Rastogi Rastogi,No
5430,6429,Edus,Outdoor,Chair,Vaidya Group,Unknown
5431,6430,Aliquam,Home,Bed,Raj Muni,Yes
5432,6431,Doloremque,Outdoor,Chair,"Bahl, Tank And Iyer",Unknown
5433,6432,Eiigendi,Office,Bed,Bhattacharyya Ghose,Yes
5434,6433,Voluptate,Outdoor,Bed,Dey Llc,Unknown
5435,6434,Vel,Kitchen,Desk,"Om, Mohanty And Dhar",Unknown
5436,6435,Asperiores,Outdoor,Chair,"Khare, Kunda And Wadhwa",Yes
5437,6436,Amet,Outdoor,Table,Agrawal Group,Unknown
5438,6437,Ijlo,Outdoor,Table,"Yadav, Lanka And Johal",Unknown
5439,6438,Mollitia,Outdoor,Chair,"Bali, Chatterjee And Gour",Unknown
5440,6439,Officiis,Office,Unknown,"Chad, Divan And Vaidya",No
5441,6440,Minus,Outdoor,Unknown,"Parsa, Yadav And Pau",Yes
5442,6441,Animi,Office,Bed,Sankaran And Sons,No
5443,6442,Fuga,Kitchen,Sofa,Samra Acharya,No
5444,6443,Dolorum,Unknown,Desk,"Wagle, Bhalla And Nazareth",No
5445,6444,Voluptas,Office,Chair,"Rout, Sagar And Halder",No
5446,6445,Temporibus,Outdoor,Desk,Chana And Sons,No
5447,6446,Ullam,Kitchen,Chair,"Dada, Patla And Tandon",No
5448,6447,Amet,Office,Bed,Dutta Inc,Yes
5449,6448,Quis,Outdoor,Desk,"Keer, Krishnan And Wable",Unknown
5450,6449,Incidunt,Kitchen,Lamp,"Andra, Bahri And Kapoor",Unknown
5451,6450,Minus,Office,Table,Chauhan Ltd,Yes
5452,6451,Fuga,Office,Bed,Divan Llc,Yes
5453,6452,Sed,Home,Table,Rajan Khosla,Yes
5454,6453,Aliquid,Unknown,Chair,Gade And Sons,Unknown
5455,6454,Harum,Office,Lamp,"Sha, Raju And Rajagopalan",Yes
5456,6455,Magni,Home,Unknown,"Dalal, Krish And Mohanty",No
5457,6456,Eius,Outdoor,Unknown,Raman Narasimhan,Yes
5458,6457,Impedit,Unknown,Sofa,Lad Plc,Unknown
5459,6458,Corporis,Home,Bed,"Anand, Merchant And Edwin",No
5460,6459,Delectus,Outdoor,Sofa,Deshpande Ltd,No
5461,6460,Sit,Office,Chair,Kurian Ltd,No
5462,6461,Culpa,Kitchen,Sofa,Devan Llc,Yes
5463,6462,Vel,Unknown,Table,Iyengar And Sons,Yes
5464,6463,Ex,Home,Table,Mittal Prashad,Unknown
5465,6464,Iste,Unknown,Chair,Lal Inc,No
5466,6465,Nisi,Kitchen,Unknown,Halder Group,Yes
5467,6466,Vel,Home,Desk,Oza Group,No
5468,6467,Tempore,Home,Chair,Karan Rajagopal,No
5469,6468,Aut,Home,Table,Bali And Sons,Yes
5470,6469,Similique,Unknown,Lamp,"Dass, Kamdar And Sheth",Unknown
5471,6470,Delectus,Home,Desk,"Sethi, Sankaran And Patla",Yes
5472,6471,Quod,Home,Lamp,Shankar Saxena,Yes
5473,6472,Quibusdam,Home,Lamp,"Naik, Chaudry And Dhingra",Unknown
5474,6473,Reprehenderit,Kitchen,Sofa,"Nagar, Sodhi And Badami",Unknown
5475,6474,Esse,Outdoor,Lamp,"Parmar, Chand And Wagle",Yes
5476,6475,Distinctio,Home,Bed,Kalla Pall,Unknown
5477,6476,Qkidem,Home,Table,"Jani, Mahal And Suri",Yes
5478,6477,Cum,Outdoor,Table,Chaudhari Palla,Unknown
5479,6478,Dolores,Home,Desk,Walla Om,Unknown
5480,6479,Repellat,Outdoor,Sofa,"Patla, Pradhan And Ramesh",No
5481,6480,Tempore,Office,Bed,Goswami And Sons,Yes
5482,6481,Rtcusandae,Home,Desk,Rastogi Uppal,Yes
5483,6482,Eum,Outdoor,Table,Dutta Ltd,Yes
5484,6483,Dolores,Kitchen,Sofa,Mohanty Ltd,No
5485,6484,Unde,Office,Table,"Sodhi, Sankaran And Singh",Yes
5486,6485,Porro,Kitchen,Chair,"Dhillon, Brahmbhatt And Dada",Yes
5487,6486,Quo,Office,Lamp,Baria Handa,Unknown
5488,6487,Suscipit,Office,Sofa,Buch Ltd,No
5489,6488,Corporis,Outdoor,Chair,Datta And Sons,Unknown
5490,6489,Expedita,Office,Chair,Pillai Deol,Yes
5491,6490,Pariatur,Kitchen,Bed,Joshi Jhaveri,Yes
5492,6491,Alias,Outdoor,Bed,"Jain, Shere And Arya",Unknown
5493,6492,Iusto,Kitchen,Chair,Varghese Plc,Unknown
5494,6493,Vel,Office,Sofa,Master Chaudry,Yes
5495,6494,Omnis,Home,Table,"Mahajan, Sandal And Malhotra",Yes
5496,6495,Voluptas,Kitchen,Desk,Chada Barad,Yes
5497,6496,Ipsa,Kitchen,Chair,"Dhawan, Sagar And Kumar",Yes
5498,6497,Mollitia,Office,Desk,Sawhney Narayanan,No
5499,6498,Esse,Kitchen,Chair,"Apte, Pau And Dube",No
5500,6499,Laborum,Office,Desk,Hegde Yadav,Unknown
5501,6500,Quasi,Office,Sofa,Bhardwaj Llc,No
5502,6501,Maiores,Unknown,Table,"Dave, Thaker And Sha",No
5503,6502,Doloremque,Kitchen,Sofa,"Ghose, Ramaswamy And Manda",Unknown
5504,6503,Nobis,Home,Chair,Wali Nagarajan,No
5505,6504,Nulla,Outdoor,Sofa,"Bhakta, Wagle And Basak",Unknown
5506,6505,A,Outdoor,Bed,Zacharia Plc,Yes
5507,6506,Nulla,Office,Lamp,Minhas Inc,Yes
5508,6507,Laborum,Outdoor,Desk,Shukla Mallick,Yes
5509,6508,Explicabo,Home,Desk,Handa And Sons,No
5510,6509,Enim,Office,Desk,Dalal Walia,Unknown
5511,6510,Architecto,Kitchen,Sofa,Nazareth Group,Yes
5512,6511,Aspernatur,Unknown,Unknown,Kalla Plc,Yes
5513,6512,Quas,Unknown,Desk,Bedi And Sons,Unknown
5514,6513,Voluptatum,Kitchen,Table,Narasimhan Babu,No
5515,6514,Sunt,Outdoor,Lamp,Uppal Group,No
5516,6515,Eos,Kitchen,Sofa,"Patla, Kapur And Konda",No
5517,6516,Enim,Office,Chair,"Raghavan, Venkatesh And Lata",No
5518,6517,Vero,Outdoor,Chair,Keer And Sons,Yes
5519,6518,Provident,Home,Desk,Bahri Ganesh,Yes
5520,6519,Cumque,Home,Table,"Panchal, Golla And Nagy",Yes
5521,6520,Facilis,Office,Unknown,Anne Llc,Yes
5522,6521,Nihil,Kitchen,Desk,Sagar Bhandari,Yes
5523,6522,Explicabo,Home,Desk,Bala Shenoy,Yes
5524,6523,Ratione,Kitchen,Lamp,Venkataraman Group,Yes
5525,6524,Pariatur,Outdoor,Unknown,Acharya Mall,Yes
5526,6525,Excepturi,Unknown,Bed,Dutta Tak,No
5527,6526,Cupiditate,Kitchen,Sofa,"Kala, Sastry And Dar",Unknown
5528,6527,Dicta,Outdoor,Sofa,Chaudhari Ltd,Yes
5529,6528,Id,Office,Desk,"Karnik, Mittal And Kapur",No
5530,6529,Nostrum,Kitchen,Bed,Patel Hayre,Yes
5531,6530,Sunt,Office,Sofa,"Nanda, Deo And Hora",No
5532,6531,Laudantium,Home,Lamp,Shankar Dutta,Unknown
5533,6532,Qias,Kitchen,Bed,"Warrior, Lad And Doctor",No
5534,6533,Svluta,Kitchen,Desk,"Solanki, Borde And Bhatnagar",Yes
5535,6534,Ea,Office,Sofa,"Bora, Sagar And Aurora",No
5536,6535,Pariatur,Kitchen,Table,Ganguly Inc,No
5537,6536,Unde,Home,Chair,Mangal Group,No
5538,6537,Repellendus,Kitchen,Lamp,Wali Sarma,Unknown
5539,6538,Sunt,Office,Bed,"Saxena, Cheema And Aurora",No
5540,6539,Sequi,Outdoor,Table,"Tella, Kanda And Buch",Unknown
5541,6540,Occaecati,Kitchen,Table,Kannan Lalla,Yes
5542,6541,Delectus,Office,Bed,Lal Srinivasan,Unknown
5543,6542,Nam,Unknown,Chair,"Bali, Kibe And Chopra",Yes
